project,c_hash,date,msg
jspwiki,a994e2b4fcec643710ee5af2ce989988dbb3721e,2013-12-26 19:38:03+00:00,"sonar: Dodgy - Redundant nullcheck of value known to be non-null

removed compilation warnings

git-svn-id: https://svn.apache.org/repos/asf/jspwiki/trunk@1553560 13f79535-47bb-0310-9956-ffa450edef68"
jspwiki,b0617539609a5b4f7e3d404878e4ce34808eecdb,2013-12-26 19:44:00+00:00,"sonar: Dodgy - Redundant nullcheck of value known to be non-null

code formatting

git-svn-id: https://svn.apache.org/repos/asf/jspwiki/trunk@1553562 13f79535-47bb-0310-9956-ffa450edef68"
jspwiki,d370bd24ac917cd06e0e2c9f1b7289743fcba547,2013-12-26 20:08:11+00:00,"sonar: Security - HTTP Response splitting vulnerability

git-svn-id: https://svn.apache.org/repos/asf/jspwiki/trunk@1553571 13f79535-47bb-0310-9956-ffa450edef68"
jspwiki,1b42065b7bd2f7975000325f905e414a48e63bbe,2013-12-26 20:21:41+00:00,"* 2.10.0-svn-59

 * Big bunch of Sonar warnings fixed.
       
 * o.a.w.PropertyReader moved to o.a.w.util.PropertyReader

git-svn-id: https://svn.apache.org/repos/asf/jspwiki/trunk@1553577 13f79535-47bb-0310-9956-ffa450edef68"
jspwiki,00c7cb1ea652c1579b5660fd5e6d8c36812a1985,2013-12-27 10:23:04+00:00,"(missing from yesterday's commit) sonar: Bad practice - Method may fail to close stream

git-svn-id: https://svn.apache.org/repos/asf/jspwiki/trunk@1553661 13f79535-47bb-0310-9956-ffa450edef68"
jspwiki,314c22aeed90694aa42d84c416ebb23949e4ef1f,2013-12-27 10:24:38+00:00,"(missing from yesterday's commit) sonar: Performance - Method invokes inefficient Number constructor; use static valueOf instead

sonar: Correctness - Nullcheck of value previously dereferenced

braces for one-line, indented ifs/whiles

git-svn-id: https://svn.apache.org/repos/asf/jspwiki/trunk@1553662 13f79535-47bb-0310-9956-ffa450edef68"
jspwiki,b72eb6e56f70907fcbb1b48ed73b05ecc9d95668,2013-12-31 03:37:41+00:00,"Fixed some Sonar 'if stmts must use braces' complaints via code-reformat using IntelliJ IDEA (switching to that IDE's modern indentation style in the process), if no objections will do so for some other files having this Sonar complaint.

git-svn-id: https://svn.apache.org/repos/asf/jspwiki/trunk@1554363 13f79535-47bb-0310-9956-ffa450edef68"
jspwiki,d1aac582ac255932dea1cd4f61a5b525395b7f37,2017-03-14 20:28:27+01:00,switch to latest sonarqube maven plugin (launching the sonarqube analysis requires Java 8)
jspwiki,1ec43004eba670341f4cffc3f42788776e803efe,2019-08-19 22:11:49+02:00,INFRA-18845: switch sonar instance to sonarcloud.io
jspwiki,e5352177cec87193bc618bdfd2fb585c9dbed498,2019-08-19 23:37:05+02:00,explicitly set sonar.login property from env
jspwiki,ba1be247c837d0693118da35663d8f88c7526deb,2019-08-21 21:17:39+02:00,"2.11.0-M5-git-11: [JSPWIKI-1097] , JSP bugs reported by sonarcloud"
jspwiki,d5752bf1702b8a2a3c39e3d8b7773aa86db40da5,2019-08-24 11:29:49+02:00,2.11.0-M5-git-13  : fixes of bugs reported by sonarcloud.
jspwiki,5b80451457e990611bd7c8941be84b5f1d2426cf,2019-08-24 11:34:53+02:00,2.11.0-M5-git-13 : fixes of bugs reported by sonarcloud.
jspwiki,75725da6593f17bb7a70407531cee3b1d749f66e,2019-08-24 15:54:47+02:00,2.11.0-M5-git-13 : fixes of bugs reported by sonarcloud.
jspwiki,97d2c920f268d8c19704dfb43cef3fb4f165f34a,2019-08-24 15:58:10+02:00,2.11.0-M5-git-13 : fixes of bugs reported by sonarcloud.
jspwiki,617d2429797c65635f3d0b45a7c44e2915ccadc6,2019-08-24 16:00:23+02:00,2.11.0-M5-git-13 : fixes of bugs reported by sonarcloud
jspwiki,b2fcbc0f69f2e966bf7069c290ae2ac06b6e25f7,2019-08-31 20:53:03+02:00,2.11.0-M5-git-15: Improve UI accessibility (ref. sonarcloud report)
jspwiki,6fbd76f2e9e2b1658bc79712511dbbd820a833b3,2019-09-07 19:53:04+02:00,2.11.0-M5-git-17:  critical sonarcloud fixes
jspwiki,ca88c2635936af3f057af80f5e79547a07c37b97,2019-11-05 12:34:43+01:00,"Strings and Boxed types should be compared using ""equals()""

This fixes 3 Sonarqube violations of rule S4973:
https://rules.sonarsource.com/java/RSPEC-4973

Sonarcloud violation URL:
https://sonarcloud.io/organizations/apache/issues?open=AWyr6XyY5ULuzyOxXLGi&resolved=false&rules=squid%3AS4973

Jira Ticket:
https://issues.apache.org/jira/browse/JSPWIKI-1120"
jspwiki,33f5b20c82e02cb9854dc9af7528eb101dc097f9,2020-01-10 00:42:38+01:00,"generate jacoco xml report instead of binary file

as the latter isn't supported by sonar(cloud) anymore. cfr: https://jira.sonarsource.com/browse/MMF-1651
This should bring back coverage on sonarcloud.io instance"
jspwiki,53f18f1e79754f7cee674c142abc7abf46e0437a,2020-01-10 13:58:25+01:00,"jacoco report generation must be run after tests

and before sonarqube analysis"
jspwiki,9be0a190e5508c726858d1831ecfbd116b09b1b9,2020-02-15 13:17:50+01:00,Fix a few minor  SonarCloud issues.
jspwiki,8f6d986f6a26ea2467321c1289a244369d7b32a1,2020-02-28 23:40:56+01:00,fix sonar issue + apply intellij suggested format and fixes
jspwiki,781f35ecc814858d3ed913cad97844ec527876f8,2020-02-28 23:41:28+01:00,fix sonar issue
jspwiki,207a68fc606c55a730daa7a071cd102047ad6590,2020-03-21 18:49:34+01:00,deprecate all getXYZManager() methods; use getManager( XYZ.class ) instead + fix sonar issue. No version bump
jspwiki,a5ee51c9478aca5a4e5b980dfcc041a2b86f6311,2020-03-29 12:11:50+02:00,"Fix sonar issue: make isEnabled synchronized to match setEnabled

in order to avoid 'inconsistent behavior at runtime as callers access an inconsistent method state'"
jspwiki,f34a799ed6c59804355fb4302b161d2551bfa3a9,2020-03-29 12:13:48+02:00,"Fix sonar issue: call remove on threadlocal variable c_guestSession when session is removed

thread could be reused on application servers, which may end up causing memory leaks"
jspwiki,62e85b9279f116c344072c906f3530fe7f5565be,2020-03-29 12:15:15+02:00,"Fix sonar issue: (re)add equals method, as there's already a hashCode() one

caching problems should be fixed some releases ago, so it should be safe to re-add the method. We'll see..."
jspwiki,1ba2c7e408153546106a6dc67f4672846256f7d5,2020-03-29 12:16:27+02:00,"Fix bug detected by Sonar, command should be compared againsts PageCommand, not against the ContextEnum - No version bump"
jspwiki,4dab6ec8b2cfe840263e739273404fd14bf5ece0,2020-04-09 22:37:05+02:00,fix small issue raised by SonarQube
jspwiki,c9919b5f24372b94494e4b750f4b5e64baa9b54f,2020-11-07 21:03:13+01:00,"Jenkinsfile uses JDK 11 to perform the build, as this is now the minimum required by SonarQube (https://sonarcloud.io/documentation/appendices/end-of-support/)"
jspwiki,f38c83fb65ba6fccd9b8f5b770b515ae72c1eef4,2021-01-15 07:12:12+00:00,"Bump sonar-maven-plugin from 3.7.0.1746 to 3.8.0.2131

Bumps [sonar-maven-plugin](https://github.com/SonarSource/sonar-scanner-maven) from 3.7.0.1746 to 3.8.0.2131.
- [Release notes](https://github.com/SonarSource/sonar-scanner-maven/releases)
- [Commits](https://github.com/SonarSource/sonar-scanner-maven/compare/3.7.0.1746...3.8.0.2131)

Signed-off-by: dependabot[bot] <support@github.com>"
jspwiki,55663183aef1eba1bcef3804f101f9e3684a0282,2021-04-24 20:45:45+02:00,Enable SonarQube multi-branch analysis
knox,e7262162a6d4e3efdd1a666cc33b7e575aa746af,2018-12-12 11:28:40-05:00,"KNOX-1671 - Cleanup misc logic errors identified by Sonarqube

Signed-off-by: Kevin Risden <krisden@apache.org>"
knox,1d19a804ebc7b50c948ce97fa2106b46b2c2aff5,2019-01-11 13:45:42-05:00,"Cleanup SonarQube warnings from recent commits

* Remove unnecessary initializers
* Fix order of variables/methods to match Java style

Signed-off-by: Kevin Risden <krisden@apache.org>"
knox,9c69c8c08f19bce87e71c09b86c77603bbb94f6f,2019-11-20 01:24:36+01:00,KNOX-2131 - Fixed sonarcloud bugs (#201)
kylin,2da8c14fefa278c05ed291f779a4fe354ea500b8,2014-11-12 17:35:28+08:00,fix sonar critical issues
kylin,7277631cb20633170a3569a2bfc83fdc0e656411,2014-11-13 10:59:14+08:00,fix sonar critical issues cont'd
kylin,c64f55b2e34089d10c8a55301b62f96aa597d8f1,2017-01-05 17:41:06+08:00,KYLIN-2360 fix potential bugs reported by Sonar
kylin,503d232dc1875d504959a3e00da2eb62a7b7d599,2017-01-05 18:04:56+08:00,KYLIN-2360 fix minor SonarCube issue
kylin,d30d2a30538701dc314be81e7e020e1f47f7ce78,2018-01-26 17:40:17+08:00,KYLIN-3200 Enable SonarCloud
kylin,ff8bece2114dc6c2a401b0b774ad14d530fd8c65,2018-01-31 11:27:26+08:00,Ignore SonarCloud for external PR
kylin,95f399e98957992e9a13fa1e71ee319e3018f246,2018-09-26 17:21:31+08:00,KYLIN-3597 fix sonar issues
kylin,23e4ffa795baede6a772091fe823d5d4bf3048ee,2018-09-27 14:34:05+08:00,KYLIN-3597 Fix sonar reported static code issues
kylin,24efe159dce75255462b1792363937587bdf56fa,2018-09-26 10:49:58+08:00,KYLIN-3597 Fix some issues reported by SonarCloud
kylin,97e95207bb14db2399f85e22c0d001d95a4ff187,2018-10-10 19:21:32+08:00,KYLIN-3597 fix sonar reported issues
kylin,e2c1e7e7ef58ba7282f8b87de033567181546178,2018-10-11 18:00:39+08:00,KYLIN-3597 fix sonar issue in RocksDBLookupTable
kylin,e9e427a73ef08314f983a2f3dfb37ecb37c752be,2018-10-24 15:12:13+08:00,KYLIN-3597 Fix sonar issues
kylin,f0b26c42bad84d6ee2cb367557d256e057d9287c,2018-11-03 10:56:07+08:00,"KYLIN-3597, fix the critical bug reported by sonar: Make sure this expression can't be zero before doing this division."
kylin,39878baa405385e850820838f86fcfe56a10b0ca,2018-12-08 17:31:17+08:00,"Issue 3597 fix sonar issues (#375)

* KYLIN-3597 fix sonar issues"
kylin,497cdf0c3bf0bee3bcc1c9d9ff21b0a00448f42e,2018-12-10 19:53:50+08:00,KYLIN-3597 fix sonar issues
kylin,23732b207d90a2a5ad9068e07c3b5176bceb0406,2018-12-11 11:49:32+08:00,KYLIN-3597 fix sonar issues
kylin,32a31506ce609eeabe3c88544a2bcf742a5c5599,2018-12-14 14:45:39+08:00,KYLIN-3597 fix sonar issues
kylin,3b9c5a55139ca85e60e45bb5c748f480178a93d5,2018-12-17 23:06:04+08:00,KYLIN-3597 fix sonar issues
kylin,338a8f1e699dcdc297f48a9a0ecfb99d2b1c947b,2018-12-17 10:18:08+08:00,KYLIN-3597 fix sonar issues
kylin,e1ba10ab4f0bfbea3abd1aed1860c81762aca91a,2018-12-26 11:35:42+08:00,KYLIN-3597 fix sonar issues
kylin,49e835a3b317ee79ecd4ed1ebbb25409e0ce6718,2018-12-27 09:17:16+08:00,KYLIN-3597 fix sonar problems
kylin,3825a3d7fb0b503b819631caa6920eec3231852c,2019-01-16 17:09:06+08:00,KYLIN-3597 fix sonar issues
kylin,e7783777df4256d391f1d37a3d015bdd2398be2b,2019-01-17 11:43:39+08:00,KYLIN-3597 fix sonar issues
kylin,d3235e7b1fa4d95b56d79ebee00dcfee67af53b4,2019-01-23 14:27:42+08:00,KYLIN-3597 fix sonar issues
kylin,0d43ae933937a9c25f81fca16de6c7b627e45371,2019-02-12 15:55:24+08:00,KYLIN-3597 fix sonar issues and refactor test cases
kylin,03714e0ba90cf90eb5fb1ff98d227b26afeb4e33,2019-02-18 19:14:28+08:00,"minor, update sonarcloud token"
kylin,0121af2ee5530e450373495fad41968338b86a8c,2019-03-16 08:14:23+08:00,KYLIN-3878 disable sonar check before the problem be identified
kylin,cb7de1d27ccedfd475eeef4d6bebe74bf1edeab8,2019-08-02 18:13:45+08:00,KYLIN-3878 Enable sonar check
kylin,42c66446f881e97fcacfd33be1b11af5df964d72,2019-10-29 20:08:42+08:00,KYLIN-4168 fix sonar bug
kylin,0f86e20154d5913693c13a390f28b70ad6100ef7,2019-12-20 18:13:19-05:00,KYLIN-4311 fix noncompliant interator issue in sonar
kylin,8bdbdf287ef64afc726e46fba67f4a3ccd3f13e3,2020-01-23 17:50:36-05:00,"minor, sonar issues for ignoring initial values of method parameters"
kylin,17e6c565529f2c04bd883bb12fea67e4069dfc05,2020-01-23 17:51:50-05:00,"minor, sonar issues for unchecked stream read"
kylin,d532e5eaf93f2e1751f6e7ccc735da8352ef26c5,2020-01-23 18:33:02-05:00,"minor, sonar issues for throwing exceptions in finnally block"
kylin,5f6e93cc5c43e7d583156626094a8706eac75d1d,2020-01-23 19:02:00-05:00,"minor, sonar issues, volatile variables should not be used with compound operators"
kylin,9b7f2fc13f860f88393f04f9c8c0e98156f8b6a7,2020-03-03 17:33:15+08:00,update sonar token
kylin,1c6eec8ceffd03f4509f023373ed1708e730b5fb,2020-03-03 17:42:02+08:00,enable sonar on non-master branch
kylin,ebc4c267b56833475881fb482b1467fbe8367df1,2020-03-06 15:05:23+08:00,Add parameters for sonar check
kylin,a032bce1ec7b59dfed24e972c37b4f818e5d2c9f,2020-08-18 22:40:20+08:00,"Fix sonar vulunerability issues (#1363)

* minor, fix sonar reported potential vulnerability issues

* minor, fix sonar reported minor vulnerability issues

* minor, fix integration test

* minor, fix IT"
kylin,2d08169659479b3ae506193c70a274bf591d1fc3,2020-08-15 23:12:47+08:00,"minor, fix sonar reported bugs"
kylin,bfbb72451219631b2c155c9f6b14e41ced1c4778,2020-08-19 08:31:20+08:00,"minor, fix a sonar reported bug"
kylin,0b936eb16c7fb29d337f0e59759231030256ac28,2020-08-23 16:32:45+08:00,"minor, fix sonar reported bugs (#1368)

* minor, fix sonar reported bugs

* minor, fix sonar

* minor, code format"
ofbiz-framework,47000b67af5e58a432db0f05aea3b261cf16c887,2011-03-01 16:51:15+00:00,"Adding ivy task for downloading sonar ant plugin, ant task will follow

git-svn-id: https://svn.apache.org/repos/asf/ofbiz/trunk@1075902 13f79535-47bb-0310-9956-ffa450edef68"
ofbiz-framework,9e320e4b70f9efbf9e3cf2413f10a6f57c5a1c73,2011-03-15 10:01:27+00:00,"Adding the ant sonar target. You need to have a sonar instance running to use it

git-svn-id: https://svn.apache.org/repos/asf/ofbiz/trunk@1081708 13f79535-47bb-0310-9956-ffa450edef68"
ofbiz-framework,9c20ffba114cc665c20f2d492c23927b1ad09f4e,2011-03-16 08:46:04+00:00,"Adding a description for the sonar task

git-svn-id: https://svn.apache.org/repos/asf/ofbiz/trunk@1082097 13f79535-47bb-0310-9956-ffa450edef68"
ofbiz-framework,7fc40d30653ef413cf9c2f4269b21e1f5c4297fa,2011-03-26 21:01:46+00:00,"Thanks to René Scheibe for spotting a copy/paste error in sonar ant task

git-svn-id: https://svn.apache.org/repos/asf/ofbiz/trunk@1085799 13f79535-47bb-0310-9956-ffa450edef68"
ofbiz-framework,239bc9ec703662a7c58195f8f45fd28c3cdf291c,2011-04-04 09:47:35+00:00,"Some tweaking for the sonar task, putting the work directory in runtime/, and setting values for sonar.java.source and sonar.java.target, which are used in combination with PMD and clover. More info at http://docs.codehaus.org/display/SONAR/Advanced+parameters. Thanks to René Scheibe for the idea

git-svn-id: https://svn.apache.org/repos/asf/ofbiz/trunk@1088528 13f79535-47bb-0310-9956-ffa450edef68"
ofbiz-framework,9c978007d65315f78f609c0060ca353dc48b0552,2011-04-04 11:32:48+00:00,"Adding a cobertura target for sonar, and making sonar use it. Now the sonar task is using the coverage report and displays it in the project dashboard

git-svn-id: https://svn.apache.org/repos/asf/ofbiz/trunk@1088560 13f79535-47bb-0310-9956-ffa450edef68"
ofbiz-framework,2a0e31460dac939f8c981b2a54beecdebc04698e,2011-05-06 14:49:59+00:00,"Configuring the sonar task so it can be used on the ASF servers. Adding also a full sonar task launching all the ant task. See https://issues.apache.org/jira/browse/INFRA-3590 if you want more info

git-svn-id: https://svn.apache.org/repos/asf/ofbiz/trunk@1100240 13f79535-47bb-0310-9956-ffa450edef68"
ofbiz-framework,23798e02cc1a845e0c1db69de3a4e54f7ca9865c,2012-03-05 12:59:22+00:00,"Upgrade to sonar ant task 1.3

git-svn-id: https://svn.apache.org/repos/asf/ofbiz/trunk@1297040 13f79535-47bb-0310-9956-ffa450edef68"
ofbiz-framework,f43fedbaeeb2053d8d053dd37f653c53e160b454,2012-04-10 19:29:43+00:00,"Using a parameter for property sonar.jdbc.url

git-svn-id: https://svn.apache.org/repos/asf/ofbiz/trunk@1311947 13f79535-47bb-0310-9956-ffa450edef68"
ofbiz-framework,c86a579cf8ba52060d0a83ea2c3bf4d546dd7728,2013-09-24 14:47:30+00:00,"Set different ports for testing in a CI environment (e.g. Jenkins) https://issues.apache.org/jira/browse/OFBIZ-4794

*What's for?*
OOTB the port offset is interesting in at least 3 cases:
# To simultaneously run tests on the same Buildbot machine. This is related to http://mail-archives.apache.org/mod_mbox/www-builds/201209.mbox/%3C002101cd991b$0a16de50$1e449af0$@16degrees.com.au%3E
# To simultaneously run the demos without having to change much things, just one parameter
# To eventually run Sonar on OFBiz sources https://issues.apache.org/jira/browse/INFRA-3590

*How it's done?*
Basically, I just added a portoffset integer parameter to some ant targets (of course this JVM param can also be used in a Java call from command line):
* in trunk and R13.07: start, start-batch, start-debug, start-pos, start-both, run-tests and run-test
* in R12.04 and R11.04: run-tests, run-test. I did not set start targets because anyway it would miss the admin port offset, withouh much changes. So can't be used to demonstrate. We will continue to use the current paches for those.

The portoffset parameter is set to zero by default in ClassLoaderContainer.java. 
If a value is passed, it's then grabed by Config.java and passed to ClassLoaderContainer.java, where it's set to this value.

 The portoffset is then used to change in one shoot all the default ports values defined (in config or hardcoded), and the admin port value in R13.07 and trunk.
This is done in following classes:
CatalinaContainer
NamingServiceContainer
ServiceEngine through ServiceLocation
RmiServiceContainer
XMLRPCClientEngine
XmlRpcTests

To avoid hardcoding locations in services definitions, I also had to create some service-locations: main-local-soap and main-remote-soap 

*What are the constraints?*
* For demos: the offset should not be applied to trunk because <service-location name=""main-remote-soap"" location=""http://demo-trunk.ofbiz.apache.org:8080/webtools/control/SOAPService""/> is used for tests by trunk *and all releases*. It's useless to apply to trunk anyway,  offsetting port in releases is enough.
* I did not take into account the Ideal payment harcoded port values in IdealPaymentServiceTest.java. Weirdly I did not cross error during tests, though it seems there are tests using an harcoded port in url.

*What is the status?*
Locally (on Win XP)  I ran many tests combinations with <<ant load-demo run-tests>>.  
Applying the portoffset on a sole running test instance has no effects. I have still some fails (no errors) but those are not related to my changes, they appear also without.
But when I run a combination of any releases/trunk but with R11.04, I get a time out error with testSOAPSimpleService, that I can't explain so far. 
If I run the trunk alone with the portoffset no errors occur. Same if I run a release with portoffset and only testSOAPSimpleService in trunk (w/ or w/o portoffset)

*To summarize:* these changes will be used to run Buildot tests instances simultaneously . And, for coming releases, to run demos without having to create patches. Simply running ant start with a portoffset value which will take care of all ports values, including admin port. For running R12.04 demo as stable we will still need to create a patch for the last time.

*What I will to do for now:* commit the patches and test if I cross the same issue on Buildbot. If it's the same (99% chances it will) I will revert and will continue to locally try to find the reason . I believe this issue is unrelated to the changes I implemened.  And it's just because it's now possible to simultaneously run tests that it appears. 

BTW I just noticed that when you run R11.04 with R12.04, R12.04 takes almost all the CPU (XP is not very, while when running any combinations w/o R11.04 the CPU load is shared. 
Also there are far less tests in R11.04, which coul be the reason when I run it with another test run instance there are no issues.  Because R11.04 tests finish before the other instance gets to run testSOAPSimpleService.

git-svn-id: https://svn.apache.org/repos/asf/ofbiz/trunk@1525909 13f79535-47bb-0310-9956-ffa450edef68"
ofbiz-framework,c386f6ab30133961a41626fd9f9f0bd9f0e5cfaf,2013-10-19 22:07:35+00:00,"Set different ports for testing in a CI environment (e.g. Jenkins) https://issues.apache.org/jira/browse/OFBIZ-4794

*What's for?*
Finally, OOTB the port offset is interesting in 2 cases:
# To eventually run Sonar on OFBiz sources https://issues.apache.org/jira/browse/INFRA-3590
# To simultaneously run the demos without having to change much things, just one parameter (this will need to have the same commited in R13.07... to be discussed...)

Of course, It can be used for other purposes outside of the ASF context...

*How it's done?*
Basically, I just added a portoffset integer parameter to 3 ant targets (of course this JVM param can also be used in a Java call from command line): start, start-pos, start-both,

The portoffset parameter is set to zero by default in ClassLoaderContainer.java. 
If a value is passed, it's then grabed by Config.java and passed to ClassLoaderContainer.java, where it's set to this value.

 The portoffset is then used to change in one shoot all the default ports values defined (in config or hardcoded), and the admin port value
This is done in following classes:
CatalinaContainer
NamingServiceContainer
ServiceEngine through ServiceLocation
RmiServiceContainer
XMLRPCClientEngine
XmlRpcTests

To avoid hardcoding locations in services definitions, I also created 2 service-locations: main-http and main-soap

*To summarize:* these changes will be used to run ""ant start"" with a portoffset value which will take care of all ports values, including admin port. For running R12.04 demo as stable we will still need to create a patch for the last time. R13.07 could have a similar patch applied since it's not yet released...

git-svn-id: https://svn.apache.org/repos/asf/ofbiz/trunk@1533839 13f79535-47bb-0310-9956-ffa450edef68"
ofbiz-framework,cf3b73046f82661ad46d65cc79efc0b4d3ccf364,2013-12-23 10:00:20+00:00,"No functional change, updates a link for sonar-ant-task description

git-svn-id: https://svn.apache.org/repos/asf/ofbiz/trunk@1553089 13f79535-47bb-0310-9956-ffa450edef68"
ofbiz-framework,4c0b42b9d29d7c1445fc0e21691d03473db5d89b,2013-12-28 23:09:01+00:00,"This completes ""set different ports for testing in a CI environment (e.g. Jenkins)"" https://issues.apache.org/jira/browse/OFBIZ-4794
This was waiting for a moment in my working copy after I found that there was an issue with testSOAPSimpleService when portoffset was used with run-tests target.
I have still no resolved this issue, but since I got a better way to run simultaneous Buildbot instances this is no longer an issue for run-tests target.
So I commit these small pending changes in order to allow to run Sonar on OFBiz https://issues.apache.org/jira/browse/INFRA-3590.
The cobertura target does not work yet but what's committed here is needed anyway to progress with INFRA-3590.



git-svn-id: https://svn.apache.org/repos/asf/ofbiz/trunk@1553962 13f79535-47bb-0310-9956-ffa450edef68"
ofbiz-framework,ca819dda9da7f4c677e6507e92e90e7625f99876,2016-05-31 06:43:11+00:00,"Remove cobertura and sonar completely. Ref OFBIZ-6783

After getting consensus from the community in the email thread below
we agreed to remove these two items because they make the startup
logic more complex and also because many things are broken and 
unmaintained for years.

It is a good idea to reintroduce cobertura in the future on a cleaner
implementation, hopefully completely away from the start component and
perhaps as a container implementation.

The email thread:
http://ofbiz.markmail.org/message/b4jovfhurczunbam?q=remove+cobertura

The related JIRA:
https://issues.apache.org/jira/browse/OFBIZ-6783


git-svn-id: https://svn.apache.org/repos/asf/ofbiz/trunk@1746236 13f79535-47bb-0310-9956-ffa450edef68"
ofbiz-framework,cd5ba2b8cee0779cf02a72ba412b702a0a1ba33d,2019-02-16 09:42:03+00:00,"Improved: Improve ObjectInputStream class
(OFBIZ-10837)

Fixes CVE-2019-0189

As reported by FindBugs and Sonar, it's troubling (a Bad practice in Sonar[1], 
a code smell in Findbugs[2]) when extending to use the same name than the 
extended Object

[1] https://sbforge.org/sonar/rules/show/findbugs:NM_SAME_SIMPLE_NAME_AS_SUPERCLASS?layout=false
[2] https://logging.apache.org/log4j/log4j-2.2/log4j-jul/findbugs.html

git-svn-id: https://svn.apache.org/repos/asf/ofbiz/ofbiz-framework/trunk@1853691 13f79535-47bb-0310-9956-ffa450edef68"
ofbiz-framework,a62c4e0ac4f8caa66d3159c7082cf302b2a6c64c,2019-11-04 09:24:22+01:00,Create .sonarcloud.properties
ofbiz-plugins,25733c0981e9e8f651c5a3d0f1b1bdf857c8a58f,2019-11-04 09:25:14+01:00,Create .sonarcloud.properties
ofbiz-plugins,84d705373fcc7043434f02c97507deb7c3ad2fca,2021-03-22 22:30:47+01:00,Improved: Fixes html bugs spotted by sonarcloud (OFBIZ-12197)
ofbiz-plugins,66055a731aa15706044e4612ea8b7f36c4dbe60c,2021-03-24 23:16:34+01:00,"Improved: Fixes sonarcloud error by using the resource integrity feature
for embedding external redoc javascript file (OFBIZ-12197)"
openmeetings,c2565dfbcf02536f533f21b3f63af074244c2193,2017-09-28 10:56:13+07:00,no jira: sonar is added
openmeetings,8a3ccd5ec055a1d978d08587228af7404890c41b,2017-09-28 13:18:09+07:00,[OPENMEETINGS-1714] some issues reported by sonar are addressed
openmeetings,396c931b7cf8f54577f6f744e4cbb24e9274675b,2017-09-28 15:09:56+07:00,[OPENMEETINGS-1714] some issues reported by sonar are addressed
openmeetings,eeb8217f797952ab067e802845c31bbf5c5d7f9e,2017-09-28 15:21:41+07:00,[OPENMEETINGS-1714] sonar exclusions are improved
openmeetings,802f55cbf9561a7aa53b198780b4996338bf0821,2017-11-10 18:13:58+07:00,[OPENMEETINGS-1752] sonar reported issue is fixed
openmeetings,3bfd887774374b5c872f11aed2259b7e638c07b3,2017-11-29 18:12:28+07:00,[OPENMEETINGS-1721] some sonar issues are updated
openmeetings,464bd1d17a3750d4e5839cc8c4bbad7cd2e9787e,2017-12-02 16:01:27+07:00,[OPENMEETINGS-1721] couple sonar issues are addressed
openmeetings,ad5866720ad1ec0b45922d79f7911d3888f43c12,2017-12-04 10:54:05+07:00,[OPENMEETINGS-1721] some sonar issues are fixed
openmeetings,c57dc93513c276b5ff4c1a39db815fc4b6389cee,2017-12-25 11:28:35+07:00,[OPENMEETINGS-1803] some sonar issues are addressed
openmeetings,e6108f878526c474fcadf8013ad3f64094df4c2e,2017-12-25 13:30:24+07:00,[OPENMEETINGS-1803] some sonar issues are addressed
openmeetings,373be553789eca692d0e551716a08eeba1493c86,2018-02-19 22:13:21+07:00,[OPENMEETINGS-1803] js issue reported by Sonar should be fixed
openmeetings,c1b884113e01f7ac1e76014bbbfd4fd4d1a6387c,2018-10-07 18:12:53+07:00,[OPENMEETINGS-1856] some sonar issues are fixed
openmeetings,2330456ab6c2580dd9abc28a799dea4e5c24d298,2018-10-11 18:00:52+07:00,[OPENMEETINGS-1856] some more sonar issues are addressed
openmeetings,0bfa33a0743ca384f9ab69dba11b7a987be28c33,2018-10-19 15:36:58+07:00,[OPENMEETINGS-1846] sonar should be more happy
openmeetings,c2b45e22621e7e71baf2a96290672d18c098d45f,2018-10-26 22:45:52+07:00,[OPENMEETINGS-1856] sonar should be more happy
openmeetings,a0582ead073fdb8afb0e0a551223e82500bd2c4c,2018-10-27 01:27:03+07:00,[OPENMEETINGS-1856] sonar should be more happy
openmeetings,f38d97c0fff6d9dbf839ace239d86fced07c714a,2018-10-27 15:13:30+07:00,[OPENMEETINGS-1856] sonar should be more happy
openmeetings,c0ab7d092c348577655e5fb18835cc2dc68a1579,2018-10-28 13:11:14+07:00,[OPENMEETINGS-1856] sonar should be more happy
openmeetings,6c04a5dc5a12e0e36df3942b5ddaf8ed654b2d05,2018-11-02 14:01:55+07:00,[OPENMEETINGS-1856] some Sonar issues are addressed
openmeetings,c6a9bcfe21f2151533127b4acbbc9b82123d3f5d,2018-11-09 15:02:53+07:00,[OPENMEETINGS-1856] sonar should be more happy
openmeetings,56a8f5e5c5e230a8da89b8071608cc2592974c3e,2018-11-09 16:45:56+07:00,[OPENMEETINGS-1856] sonar should be more happy
openmeetings,78f3c93155b6beeacdd683fee65dc4cc62be6a2c,2019-02-11 19:59:06+07:00,[OPENMEETINGS-1856] minor issue reported by Sonar
openmeetings,c8701c44fb2e39b5f73a021fd95c45664bc9bf50,2019-02-11 20:01:21+07:00,[OPENMEETINGS-1856] minor issue reported by Sonar
openmeetings,29da2459ef79574c7f11e03981425bbc65ba0195,2019-03-04 17:07:05+07:00,[OPENMEETINGS-1856] sonar should be more happy
openmeetings,87d968ddffe2e1852ba3f795945e7ebe456bd6b5,2019-03-04 17:15:13+07:00,[OPENMEETINGS-1856] sonar should be more happy
openmeetings,9ddf649a60adc0b7e333f3f83069569a0ebd01e9,2019-03-04 19:18:35+07:00,[OPENMEETINGS-1856] sonar should be more happy
